time,date,,News Headlines
12.37 pm , 09-04-2014,CNBC-TV18,"Sell Infosys 3300 Call, Put: Amit Gupta  "
10.49 am , 07-04-2014,CNBC-TV18,Taher Badshah positive on IT space  
1.05 pm , 04-04-2014,CNBC-TV18,Buy IT stocks on correction: Dhananjay Sinha  
2.39 pm , 02-04-2014,CNBC-TV18,Tushar Pradhan overweight in IT space  
10.07 am , 02-04-2014,CNBC-TV18,Top 10 stocks likely to sprint today  
8.29 am , 01-04-2014,CNBC-TV18,Super Six stocks you can bet on April 01  
2.32 pm , 31-03-2014,CNBC-TV18,IT stocks may underperform: Deven Choksey  
11.58 am , 31-03-2014,CNBC-TV18,"Prefer Infosys, L&T;, HDFC Bank: Sandeep Shenoy  "
12.50 pm , 29-03-2014,Moneycontrol.com,"Infosys submits Form 6-K with Securities Exchange Commission, USA  "
7.58 pm , 28-03-2014,PTI,Infosys' Executive Council stands dissolved starting FY15  
7.08 pm , 28-03-2014,PTI,Ajay Shriram takes over as new CII President  
11.15 am , 28-03-2014,CNBC-TV18,Ambit questions Corp governance at Infosys  big 3 pass test 
10.39 am , 28-03-2014,CNBC-TV18,Top 10 stocks to give your portfolio a good weekend  
9.39 am , 28-03-2014,Moneycontrol.com,Infosys Public Services to set up testing center for Prime Therapeutics LLC  
10.02 pm , 27-03-2014,PTI,Infosys wins 3-yr contract with US-based Prime Therapeutics  
1.54 pm , 27-03-2014,CNBC-TV18,March quarter will be stronger for us than Dec: Mindtree  
8.49 am , 15-04-2014,CNBC-TV18,See flat Q4 for Infosys: Pratish Krishnan  
2.15 pm , 14-04-2014,Moneycontrol.com,Investors expect seasonally muted quarter from Infosys  
1.21 pm , 12-04-2014,CNBC-TV18,"Overweight on IT and pharma, buy Infosys: Patnaik  "
11.49 am , 12-04-2014,Moneycontrol.com,Infosys Q4 earnings: 5 things that market is keen to know   
11.32 am , 12-04-2014,CNBC-TV18,"Infosys Q4 net may fall 1.4%, FY15 guidance key to watch  "
9.59 pm , 11-04-2014,CNBC-TV18,Infosys hunts for a new CEO  
5.15 pm , 11-04-2014,CNBC-TV18,Buy Infosys around Rs 3100-3200: Mehraboon Irani  
4.46 pm , 11-04-2014,CNBC-TV18,KV Kamath dubs Infosys CEO Shibulal's early exit 'routine'  
4.12 pm , 11-04-2014,CNBC-TV18,Infosys may test Rs 3400-3500: Hardik Ruparel  
4.07 pm , 11-04-2014,CNBC-TV18,Buy Infosys post Q4 results: Pankaj Jain  
3.20 pm , 11-04-2014,CNBC-TV18,Infosys may slip below Rs 3000: Kunal Bothra  
3.00 pm , 11-04-2014,Moneycontrol.com,Infosys Q4 PAT seen down 3% to Rs 2788 cr: Angel  
2.23 pm , 11-04-2014,Moneycontrol.com,Infosys Q4 PAT seen up 0.5% at Rs 2889 cr: Dolat Capital  
2.00 pm , 11-04-2014,PTI,Infosys starts search for new chief executive  
1.53 pm , 11-04-2014,Moneycontrol.com,Infosys Q4 net may dip 0.9% at Rs 2848 cr: P Lilladher  
1.50 pm , 11-04-2014,Moneycontrol.com,Infosys Q4 net seen down 0.2% at Rs 2869 cr: ICICIdirect  
1.30 pm , 11-04-2014,Moneycontrol.com,Infosys Q4 PAT may dip 9% at Rs 2621 cr: Motilal Oswal  
12.16 pm , 11-04-2014,CNBC-TV18,Muted or mkt-beating: Analyst expectations for Infosys Q4  
12.10 pm , 11-04-2014,Moneycontrol.com,Infosys commences search for S. D. Shibulal's successor  
8.51 am , 11-04-2014,CNBC-TV18,Top 10 stocks to focus on April 11  
3.34 pm , 15-04-2014,CNBC-TV18,"Buy TCS, Infosys: Sudarshan Sukhani  "
1.37 pm , 15-04-2014,CNBC-TV18,Rupee appreciation may hold Infosys' earnings upgrade: IIFL  
12.10 pm , 15-04-2014,CNBC-TV18,Shibulal defends term: Steered Infosys through tough times  
12.01 pm , 15-04-2014,CNBC-TV18,Wage hikes to hit Q1FY15 margin by 250-300 bps: Infosys  
11.57 am , 15-04-2014,CNBC-TV18,See Infosys FY15 $ revenue growth at 12-13%: IDFC Sec  
11.29 am , 15-04-2014,CNBC-TV18,Changes at Infosys will take time to show results: Aberdeen  
11.25 am , 15-04-2014,CNBC-TV18,7-9% $ rev growth guidance positive for Infosys: Edelweiss  
11.25 am , 15-04-2014,CNBC-TV18,Go long in Infosys: Siddharth Bhamre  
11.22 am , 15-04-2014,CNBC-TV18,Infosys may go above Rs 4500: Sandip Agarwal  
11.19 am , 15-04-2014,CNBC-TV18,Infosys may touch Rs 4200: Hitesh Shah  
11.05 am , 15-04-2014,CNBC-TV18,Infosys attractively valued  good to enter now: Nilesh Shah 
10.55 am , 15-04-2014,Moneycontrol.com,"Infosys Q4: No big upside seen in FY15 op margin, says CEO  "
10.41 am , 15-04-2014,CNBC-TV18,"Buy United Spirits, Infosys on dips: Sudarshan Sukhani  "
10.32 am , 15-04-2014,Moneycontrol.com,"Infosys Q4: Revenues in constant currency slip in US, India  "
10.13 am , 15-04-2014,Moneycontrol.com,Infosys Q4: Attrition rate rises as co looks to cut flab  
9.52 am , 15-04-2014,Moneycontrol.com,Infosys fixes book closure for final dividend & AGM  
9.29 am , 15-04-2014,Moneycontrol.com,Infosys' Q4 consolidated PAT up at Rs 2992cr  
9.28 am , 15-04-2014,CNBC-TV18,Here are top 10 stocks to focus on April 15  
9.11 am , 15-04-2014,Moneycontrol.com,Infosys recommends final dividend of Rs 43/share  
9.10 am , 15-04-2014,Moneycontrol.com,"Infosys Q4 net beats street, FY15 $ rev guidance at 7-9%  "
6.25 pm , 21-04-2014,Moneycontrol.com,Accumulate Infosys  target of Rs 3625: Dolat Capital 
3.25 pm , 21-04-2014,CNBC-TV18,"Above Rs 3210, Infosys may test Rs 3450: Pritesh Mehta  "
9.01 am , 21-04-2014,CNBC-TV18,"See IT growth at 13-14% in FY15; bet on Infosys,TCS: Kotak  "
7.24 pm , 20-04-2014,PTI,Infosys Europe revenue crosses $2 bn for 1st time  
12.25 pm , 19-04-2014,PTI,Infosys' chief compliance officer quits  replacement named 
12.18 pm , 19-04-2014,Moneycontrol.com,Buy Infosys  target of Rs 3920: Prabhudas Lilladher 
3.45 pm , 17-04-2014,CNBC-TV18,"HCL Tech, TCS preferred picks in IT space: Nirmal Bang  "
11.04 am , 17-04-2014,CNBC-TV18,Infosys may emerge as IT sector dark horse ahead: JPMorgan  
10.12 am , 17-04-2014,CNBC-TV18,Ambit expects HCL Tech to lead sector  sees 15% upside 
6.43 pm , 16-04-2014,PTI,Infosys deploys banking solution for Eastern Bank  
4.12 pm , 16-04-2014,CNBC-TV18,Taher Badshah positive on Infosys  
3.17 pm , 16-04-2014,CNBC-TV18,"Buy Infosys, TCS: Sudarshan Sukhani  "
2.34 pm , 16-04-2014,CNBC-TV18,"Buy Infosys, says Anish Damania  "
1.41 pm , 16-04-2014,Moneycontrol.com,Accumulate Infosys  target of Rs 3640: Angel Broking 
10.57 am , 16-04-2014,CNBC-TV18,"Prefer Geometric, says Rajen Shah  "
9.56 am , 16-04-2014,CNBC-TV18,Checkout: Stocks that should be on your radar for April 16  
10.14 pm , 15-04-2014,CNBC-TV18,Infy revenue will continue to be broad based: Srinivas  
10.04 pm , 15-04-2014,CNBC-TV18,How IT's big boys are likely to fare in Q4  
4.59 pm , 15-04-2014,CNBC-TV18,Buy Infosys on dips: Ambareesh Baliga  
4.26 pm , 15-04-2014,CNBC-TV18,Meeting 7-9% guidance may be challenging for Infy: Equirus  
8.47 am , 10-05-2014,Moneycontrol.com,Infosys declares dividend payment date  
6.07 pm , 08-05-2014,Moneycontrol.com,Sell Infosys  target of Rs 3035-2990: Systematix 
11.52 am , 08-05-2014,CNBC-TV18,"Buy Infosys on declines, says Ambareesh Baliga  "
11.12 am , 08-05-2014,CNBC-TV18,Prefer largecap IT stocks: Anup Bagchi  
1.54 pm , 07-05-2014,CNBC-TV18,"Prefer IT stocks, says Parag Thakkar  "
9.33 am , 07-05-2014,CNBC-TV18,"Top 10 stocks: Keep an eye on REC,Titan, Infosys, HDFC Bank  "
4.28 pm , 05-05-2014,CNBC-TV18,"Prefer IT space, says Ambareesh Baliga  "
2.08 pm , 05-05-2014,CNBC-TV18,"Buy Infosys, advises Sudarshan Sukhani  "
11.15 am , 05-05-2014,CNBC-TV18,Parag Thakkar positive on IT space  
4.26 pm , 02-05-2014,CNBC-TV18,"Prefer Hindalco, Infosys: Gopi Suvanam  "
1.34 pm , 02-05-2014,CNBC-TV18,"Go long in Infosys, advises Rishi Kohli  "
9.34 am , 29-04-2014,Moneycontrol.com,Ann Fudge to complete term on Infosys board  not to seek re-appointment 
12.55 pm , 26-04-2014,CNBC-TV18,"Buy Infosys for long term, advises Siddharth Bhamre  "
5.58 pm , 25-04-2014,CNBC-TV18,"Perfer Infosys, Wipro, Colgate, Hero Motocorp: Sinha  "
4.12 pm , 23-04-2014,Moneycontrol.com,Infosys announces strategic partnership with Orange  
2.58 pm , 23-04-2014,CNBC-TV18,"Short Infosys, says Ashish Chaturmohta  "
4.14 pm , 22-04-2014,Moneycontrol.com,Emkay reviews 5 largecap stocks post Q4FY14 results  
1.09 pm , 22-04-2014,Moneycontrol.com,Buy Infosys  target of Rs 3586: Firstcall Research 
1.02 pm , 22-04-2014,Moneycontrol.com,Accumulate Infosys  target of Rs 3735: Sushil Finance 
10.38 am , 22-04-2014,CNBC-TV18,"Buy Infosys, advises Gopi Suvanam  "
11.56 am , 29-05-2014,CNBC-TV18,"Infosys may correct further, buy on dips: Ambareesh Baliga  "
11.54 am , 29-05-2014,CNBC-TV18,"Buy Infosys on dips, says Sudarshan Sukhani  "
8.48 am , 29-05-2014,CNBC-TV18,Infosys must get new CEO soon  exits impacting brand: Cowen 
9.28 pm , 28-05-2014,PTI,BG Srinivas tipped to join another IT firm as CEO & MD  
9.17 pm , 28-05-2014,Moneycontrol.com,"Infosys exodus continues: Bad news for stock, say experts    "
7.58 pm , 28-05-2014,CNBC-TV18,Fast-track CEO hunt to avoid instability: Ex-Infy man Bala  
5.43 pm , 28-05-2014,Moneycontrol.com,BG Srinivas quits Infosys  co sees 10th big exit in one yr 
3.15 pm , 28-05-2014,CNBC-TV18,Buy Infosys June futures at around Rs 3110: Chandan Taparia  
5.08 pm , 27-05-2014,CNBC-TV18,"IT space will outperform, says Ajay Bagga  "
11.53 am , 27-05-2014,CNBC-TV18,Good time to buy IT stocks: Vibhav Kapoor  
7.04 pm , 22-05-2014,Moneycontrol.com,Hold Infosys  target of Rs 3320: KRChoksey 
5.10 pm , 22-05-2014,CNBC-TV18,"Buy Infosys, TCS, HCL Tech, Wipro: Rahul Arora  "
4.29 pm , 20-05-2014,Moneycontrol.com,Buy Infosys  target of Rs 3400: Motilal Oswal 
11.44 am , 20-05-2014,CNBC-TV18,"Buy Infosys at around Rs 2950-3000, says Siddharth Bhamre  "
11.11 am , 19-05-2014,CNBC-TV18,"Avoid TCS, Infosys: Sudarshan Sukhani  "
9.34 am , 16-05-2014,Moneycontrol.com,"Infosys' AGM on June 14, 2014  "
1.33 pm , 14-05-2014,CNBC-TV18,Ritu Arora neutral on IT space  
2.37 pm , 13-05-2014,Moneycontrol.com,Buy Infosys  target of Rs 3350: Systematix 
11.28 am , 12-05-2014,CNBC-TV18,"Prefer Infosys, Wipro, Dr Reddy’s: Ajay Bodke  "
10.54 am , 12-05-2014,IBNLive.com,Leaving the dream: Infosys battles worker exodus  
2.12 pm , 06-06-2014,CNBC-TV18,"Prefer Infosys on declines, says Prakash Diwan  "
11.41 am , 06-06-2014,PTI,Infosys veteran Thrikutam to lead Dell's Application Svcs  
6.13 pm , 05-06-2014,PTI,Infosys exodus continues  Global Sales & Mktng head quits 
5.36 pm , 05-06-2014,CNBC-TV18,Buy Infosys at around Rs 2850-2900: Sukhani  
5.58 pm , 04-06-2014,CNBC-TV18,Amit Dalal positive on IT sector  
10.54 am , 04-06-2014,CNBC-TV18,Forex volatility won't be an issue for IT growth: Tech Mah  
2.17 pm , 03-06-2014,Moneycontrol.com,Buy Infosys  target of Rs 3920: PLilladher 
11.50 am , 02-06-2014,CNBC-TV18,"Accumulate IT stocks, says Nilesh Shah  "
11.41 am , 02-06-2014,CNBC-TV18,"Buy Infosys 3200 Call, sell 2 lots of 3300 Call: Trivedi  "
11.38 am , 02-06-2014,CNBC-TV18,Accumulate Infosys between Rs 2700-2900: Harendra Kumar  
3.56 pm , 01-06-2014,PTI,"RIL rejigs investment portfolio; focus on bonds, deposits  "
1.36 pm , 30-05-2014,CNBC-TV18,"Infosys may test Rs 2650-2700, says Aditya Agarwal  "
12.45 pm , 30-05-2014,CNBC-TV18,Buy Infosys on every decline: Deven Choksey  
8.38 pm , 29-05-2014,PTI,BG Srinivas to join Hong Kong-based PCCW as Group MD  
6.41 pm , 29-05-2014,PTI,"Infosys faces shortage of leadership, former CFO Pai says  "
6.40 pm , 29-05-2014,CNBC-TV18,Buy Infosys on correction: Siddharth Bhamre  
6.27 pm , 29-05-2014,CNBC-TV18,"Exit Infosys, prefer Tech Mahindra, TCS: Rajesh Agarwal  "
1.35 pm , 29-05-2014,CNBC-TV18,Buy Infosys: Harit Shah  
12.57 pm , 29-05-2014,Moneycontrol.com,Buy Infosys  target of Rs 3920: PLilladher 
12.21 pm , 29-05-2014,CNBC-TV18,"Buy Infosys, but don't see immediate upside: Nirmal Bang  "
1.35 pm , 13-06-2014,Moneycontrol.com,Buy Infosys  target of Rs 3800: Emkay 
8.45 pm , 12-06-2014,CNBC-TV18,Why Vishal Sikka's non-IT service background isn't a worry  
6.58 pm , 12-06-2014,CNBC-TV18,Sikka good for Infy  can't say attrition will end soon: Pai 
5.54 pm , 12-06-2014,CNBC-TV18,Vishal Sikka is a 'transformation leader': KV Kamath  
5.21 pm , 12-06-2014,Moneycontrol.com,Hold Infosys  target of Rs 3400: ICICIdirect 
4.52 pm , 12-06-2014,CNBC-TV18,Infosys may touch Rs 3350: Ashish Chaturmohta  
4.47 pm , 12-06-2014,Firstpost.com,Murthy failed to do a Steve Jobs: Now will Sikka deliver  
4.45 pm , 12-06-2014,CNBC-TV18,Sikka selected post fair assessment of CEO applicants: Shaw  
3.46 pm , 12-06-2014,CNBC-TV18,Learning the business key challenge: Infosys' new CEO Sikka  
12.40 pm , 12-06-2014,Moneycontrol.com,Live Blog: Sikka says to focus on learning Infy's culture  
12.38 pm , 12-06-2014,Moneycontrol.com,"Bullish Infosys, but 2 factors to hamper Sikka: JP Morgan  "
11.23 am , 12-06-2014,CNBC-TV18,"Prefer Wipro, HCL Tech, TCS over Infosys: Sukhani  "
8.44 am , 12-06-2014,Moneycontrol.com,Vishal Sikka named Infosys CEO  Murthy to quit as chairman 
5.36 pm , 11-06-2014,CNBC-TV18,"Prefer HCL Technologies, TCS, Tech Mahindra: Tulsian  "
3.00 pm , 11-06-2014,CNBC-TV18,"Go long in Infosys, Wipro, HCL Tech, TCS: Sukhani  "
10.42 am , 11-06-2014,CNBC-TV18,"Buy Infosys, says Sudarshan Sukhani  "
8.24 pm , 10-06-2014,PTI,Over 60% of cos yet to adhere to one woman director norm  
3.08 pm , 10-06-2014,CNBC-TV18,How experts see Infosys' attrition problem playing out  
5.32 pm , 09-06-2014,CNBC-TV18,Buy Infosys at every dip: Baliga  
5.23 pm , 09-06-2014,Moneycontrol.com,Buy Infosys  target of Rs 3550: Sharekhan 
11.41 am , 23-06-2014,Moneycontrol.com,FONDEP of Morocco selects Infosys Finacle for its Banking Transformation Program  
11.13 am , 20-06-2014,CNBC-TV18,"Buy Infosys 3300 Call, sell 3350 Call: Chandan Taparia  "
10.45 am , 20-06-2014,CNBC-TV18,Wipro may test Rs 560: SP Tulsian  
2.47 pm , 19-06-2014,CNBC-TV18,"Sell Havells, HDIL; buy Infosys: Sukhani  "
2.07 pm , 19-06-2014,CNBC-TV18,"Buy Infosys 3300 Call, sell 3350 Call: Chandan Taparia  "
12.28 pm , 19-06-2014,CNBC-TV18,"Buy Infosys, TCS: Sudarshan Sukhani  "
10.09 am , 18-06-2014,CNBC-TV18,"Enter Infosys, may head higher: Sudarshan Sukhani  "
9.11 pm , 16-06-2014,PTI,Major events in my life linked to milestones at Infy: Kris  
5.00 pm , 16-06-2014,CNBC-TV18,"Prefer Infosys over TCS, says Dilip Bhat  "
4.46 pm , 16-06-2014,PTI,China no threat to Indian IT: Infosys  
3.28 pm , 16-06-2014,CNBC-TV18,"Buy Infosys, HCL Tech, TCS: Sandip Agarwal  "
2.38 pm , 16-06-2014,CNBC-TV18,"Buy Infosys 3200 Call, sell 3300 Call: Bhavin Desai  "
1.02 pm , 16-06-2014,CNBC-TV18,"How Edelweiss views TCS growth prospects, Infosys CEO appt  "
12.21 pm , 16-06-2014,CNBC-TV18,"Buy Infosys, advises Hemant Thukral  "
5.31 pm , 14-06-2014,CNBC-TV18,Sikka to chart own course sans founder interference: Murthy  
3.26 pm , 14-06-2014,Moneycontrol.com,Buy Infosys  target of Rs 3900: Religare Capital 
1.56 pm , 14-06-2014,CNBC-TV18,"Buy private bank, pharma stocks: Pathik Gandotra  "
5.29 pm , 13-06-2014,Moneycontrol.com,Buy Infosys  target of Rs 3650: Motilal Oswal 
2.43 pm , 13-06-2014,Moneycontrol.com,Buy Infosys  target of Rs 3579: Kotak Sec 
1.38 pm , 13-06-2014,Moneycontrol.com,Buy Infosys  target of Rs 3920: PLilladher 
7.20 pm , 07-07-2014,Moneycontrol.com,Buy Infosys  target of Rs 3550: Sharekhan 
5.41 pm , 07-07-2014,Moneycontrol.com,Expect polarised growth in Q1 IT earnings: Motilal Oswal  
5.24 pm , 07-07-2014,PTI,"Disruption an opportunity to learn, develop products: Sikka  "
2.23 pm , 07-07-2014,CNBC-TV18,"Infosys may test Rs 3500, says Abhijit Paul  "
10.34 am , 07-07-2014,CNBC-TV18,"Infosys may outperform, says Sudarshan Sukhani  "
7.16 am , 07-07-2014,Moneycontrol.com,IT to see strong revenue growth in Q1: Which stocks to buy?  
12.44 pm , 04-07-2014,CNBC-TV18,"Prefer Infosys, HCL Tech, TCS: Tirthankar Patnaik  "
1.57 pm , 02-07-2014,PTI,New Infosys CEO to get annual salary of USD 5.08 million  
12.18 pm , 02-07-2014,Moneycontrol.com,"Infosys' EGM on July 30, 2014  "
8.33 pm , 01-07-2014,Moneycontrol.com,"Infosys: Q1 results on July 11, 2014  "
7.21 pm , 01-07-2014,PTI,Infosys to announce Q1 results on July 11  
4.48 pm , 30-06-2014,CNBC-TV18,Taher Badshah overweight on IT space  
10.27 am , 30-06-2014,CNBC-TV18,"Prefer IT, pharma stocks: Harendra Kumar  "
2.16 pm , 27-06-2014,CNBC-TV18,India Inc waiting for first few moves from govt: KV Kamath  
1.52 pm , 27-06-2014,CNBC-TV18,"Enter Infosys, may rise by 6-7%, says Mithil Pradhan  "
1.27 pm , 27-06-2014,CNBC-TV18,Interact with CNBC-TV18: Here's how Kotak Institutional Equities is playing IT  
9.47 am , 27-06-2014,Reuters,Infosys co-founder Murthy plans India JV with Amazon: Paper  
11.44 am , 24-06-2014,CNBC-TV18,"Infosys top pick, says Gautam Trivedi  "
11.37 am , 24-06-2014,CNBC-TV18,Buy Infosys at around Rs 3180-3200: Siddharth Bhamre  
12.28 pm , 23-06-2014,CNBC-TV18,Go long in Infosys: Hemant Thukral  
6.49 pm , 11-07-2014,CNBC-TV18,"Need to differentiate services, arrest attrition: Infosys  "
6.23 pm , 11-07-2014,CNBC-TV18,"It has been a wonderful ride at Infosys, says Shibulal  "
6.21 pm , 11-07-2014,Moneycontrol.com,Hold Infosys  target of Rs 3586: Arihant capital 
6.21 pm , 11-07-2014,Moneycontrol.com,Accumulate Infosys  target of Rs 3875: Dolat Capital 
5.29 pm , 11-07-2014,CNBC-TV18,Infy mgmt did commendable job on margins: Phillip Capital  
12.51 pm , 11-07-2014,Moneycontrol.com,"At final show, Shibulal says left Infosys in better shape  "
11.39 am , 11-07-2014,CNBC-TV18,No significant upgrades/downgrades for Infosys: IDFC Sec  
11.35 am , 11-07-2014,CNBC-TV18,"Buy Infosys, says Nilesh Shah  "
11.22 am , 11-07-2014,CNBC-TV18,"Buy Infosys, says Deven Choksey  "
11.03 am , 11-07-2014,CNBC-TV18,"Infosys Q1 margin surprise may lead to rerating, says Cowen  "
9.37 am , 11-07-2014,Moneycontrol.com,Infosys' consolidated net profit at Rs 2886cr  
9.20 am , 11-07-2014,CNBC-TV18,"Infosys Q1 net falls 3.5%, FY15 $ revenue to grow 7-9%  "
6.48 am , 11-07-2014,Moneycontrol.com,"Infy Q1 net seen down 11%, may hold FY15 $ revenue guidance  "
8.10 pm , 10-07-2014,Moneycontrol.com,Infosys Q1 PAT seen down 12.2% at Rs 2626.2 cr: ICICIdirect  
8.06 pm , 10-07-2014,Moneycontrol.com,Infosys Q1 net seen down 6.6% at Rs 2794.5 cr: P Lilladher  
8.01 pm , 10-07-2014,Moneycontrol.com,Infosys Q1 net may fall 7% at Rs 2374 cr: Motilal Oswal  
11.32 am , 09-07-2014,Moneycontrol.com,Infosys a 'buy' ahead of Q1 results: Brokerages explain why  
11.17 am , 09-07-2014,CNBC-TV18,Infosys to maintain FY15 guidance: IIFL  
5.03 pm , 08-07-2014,Moneycontrol.com,Hold Infosys  target of Rs 3400: ICICIdirect 
10.25 am , 08-07-2014,CNBC-TV18,"Pick Tech Mahindra, TCS, Infosys, HCL Tech: Anish Damania  "
9.39 am , 18-07-2014,CNBC-TV18,TCS to see 17-18% USD revenue growth in FY15: Phillip Cap  
10.42 am , 16-07-2014,CNBC-TV18,"Buy Infosys, advises Sudarshan Sukhani  "
3.19 pm , 15-07-2014,CNBC-TV18,"Go long in Infosys, advises Amit Harchekar  "
1.48 pm , 15-07-2014,Moneycontrol.com,Buy Infosys  target of Rs 3629: Kotak Securities  
10.52 am , 15-07-2014,CNBC-TV18,Kawaljeet Saluja positive on Infosys  
10.26 am , 15-07-2014,CNBC-TV18,Bullish on Infosys  TCS mgmt commentary key: Kotak Equities 
7.01 pm , 14-07-2014,Moneycontrol.com,Buy Infosys  target of Rs 4040: PLilladher 
7.00 pm , 14-07-2014,Moneycontrol.com,Buy Infosys  target of Rs 3326: AnandRathi 
7.00 pm , 14-07-2014,Moneycontrol.com,Buy Infosys  target of Rs 3800: Emkay 
3.22 pm , 14-07-2014,CNBC-TV18,"Hold Infosys, says Kunal Bothra  "
3.05 pm , 14-07-2014,Moneycontrol.com,Buy Infosys  target of Rs 4207: Angel Broking 
3.05 pm , 14-07-2014,Moneycontrol.com,Buy Infosys  target of Rs 3900: Religare Capital 
3.03 pm , 14-07-2014,Moneycontrol.com,Hold Infosys  target of Rs 3550: Sharekhan 
2.56 pm , 14-07-2014,CNBC-TV18,"Buy Infosys, may test Rs 3750: Ankit Pande  "
1.10 pm , 14-07-2014,CNBC-TV18,Not worried by Infosys' short-term volatility: Quant  
1.01 pm , 14-07-2014,Moneycontrol.com,Hold Infosys  target of Rs 3500: ICICIdirect 
12.18 pm , 14-07-2014,CNBC-TV18,Top buzzing stocks to trade on July 14  
11.52 am , 14-07-2014,CNBC-TV18,"Sell Infosys, says Sudarshan Sukhani  "
9.07 am , 14-07-2014,Moneycontrol.com,Infosys falls 4% but brokerages bet on it: Will you buy it?  
1.13 pm , 12-07-2014,CNBC-TV18,"Buy Infosys, says Vibhav Kapoor  "
10.57 am , 31-07-2014,CNBC-TV18,See 20% upside for HCL Tech from current levels: Ambit Cap   
7.02 pm , 30-07-2014,CNBC-TV18,Why Vishal Sikka wants to make Infosys more process-driven  
6.28 pm , 30-07-2014,CNBC-TV18,"HCL Tech Q4 PAT, OPM may contract, $ revenue seen up 3.8%  "
3.10 pm , 28-07-2014,CNBC-TV18,"Buy Infosys, Dr Reddy's; sell PFC: Sudarshan Sukhani  "
2.04 pm , 28-07-2014,CNBC-TV18,Bhavin Desai advises bull spread strategy in Infosys  
10.13 am , 28-07-2014,CNBC-TV18,Quant analyses whether Wipro is 'buy or not' post Q1 nos   
1.20 pm , 25-07-2014,CNBC-TV18,"Buy Infosys, Sobha Developer, Wockhardt, Siemens: Prabhakar  "
10.38 am , 25-07-2014,CNBC-TV18,"Buy Infosys 3400 Call, sell 3500 Call: VK Sharma  "
8.53 am , 25-07-2014,CNBC-TV18,"Bull's Eye: Buy Wockhardt, Just Dial, Infosys, Siemens  "
3.00 pm , 24-07-2014,CNBC-TV18,Buy Infosys above Rs 3350: Abhijit Paul  
10.52 am , 24-07-2014,CNBC-TV18,"Buy Infosys, says Ambareesh Baliga  "
8.22 pm , 23-07-2014,PTI,"Wipro focused on strong profitable growth, says Azim Premji  "
4.39 pm , 23-07-2014,CNBC-TV18,Prefer Infosys for long term: Sudarshan Sukhani  
3.07 pm , 23-07-2014,Moneycontrol.com,Accumulate Infosys  target of Rs 3475: KRChoksey 
11.15 am , 23-07-2014,CNBC-TV18,Stay away from midcap IT stocks: Rajat Rajgarhia  
8.34 pm , 22-07-2014,PTI,Infosys wins multi-year data centre deal from Daimler AG  
